seller_id,total_revenue,total_cost,total_profit,avg_cm_pct,order_count,avg_review_score,seller_state,seller_city,seller_segment,revenue_rank,margin_rank,revenue_share_pct,avg_delay_days,delay_frequency,revenue_share,risk_margin,risk_delay,risk_conc,margin_risk_score,risk_category,risk_rank
0015a82c2db000af6aaaf3ae2ecb0532,2748.06,1942.56,805.5,29.311587083251457,3,3.6666666666666665,SP,santo andre,"Star (High Rev, High Margin)",926,21,0.01781998360414438,-15.593379629629629,0.0,0.00017819983604144382,0.19869504835199925,0.0,0.011022956561731861,8.223375848123267,Low,2945
001cca7ae9ae17fb1caed9dfb1094831,32968.36,25664.231,7304.129000000002,22.143970840889704,194,4.0785340314136125,ES,cariacica,"Risk (High Rev, Low Margin)",85,2174,0.21378559225618418,-12.156884545628103,0.06701030927835051,0.0021378559225618417,0.4537656297292889,0.0670103092113402,0.13291704995267511,23.818912260385343,Low,572
002100f778ceb8431b7a1020ff7ab48f,2093.36,1704.05,389.3100000000002,17.349098561462093,49,3.938775510204082,SP,franca,"Risk (High Rev, Low Margin)",1065,2834,0.01357453653761988,-7.210190145502645,0.1836734693877551,0.0001357453653761988,0.6243984898864977,0.18367346920408162,0.008382212990587612,31.61406634236745,Medium,152
003554e2dce176b5555353e4f3555ac8,139.38,103.38,36.0,25.828669823504093,1,5.0,GO,goiania,"Growth (Low Rev, High Margin)",2586,893,0.0009038191723418136,-26.06679398148148,0.0,9.038191723418136e-06,0.32263998350104256,0.0,0.0005008014690595234,12.918119376768193,Low,2459
004c9cd9d87a3c30c522c48c4fc07416,22951.07,17115.548,5835.522000000001,25.247261543543065,155,4.1568627450980395,SP,ibitinga,"Star (High Rev, High Margin)",129,1102,0.1488277880022889,-11.037541517323776,0.08387096774193549,0.001488277880022889,0.34333028596321286,0.08387096765806451,0.0925121405777132,18.9814988210036,Low,1327
00720abe85ba0859807595bbf045a33b,1372.43,1056.4099999999999,316.0200000000001,21.839953507908078,13,3.6153846153846154,SP,guarulhos,"Risk (High Rev, Low Margin)",1314,2240,0.008899616492302162,-7.076196581196582,0.15384615384615385,8.899616492302161e-05,0.46458455128567583,0.1538461536923077,0.005474329589419103,24.10485567039328,Low,550
00ab3eff1b5192e5f1a63bcecfee11c8,110.08,80.67999999999999,29.400000000000006,26.70784883720931,1,5.0,SP,sao paulo,"Growth (Low Rev, High Margin)",2661,561,0.0007138213121781234,-9.461099537037038,0.0,7.138213121781234e-06,0.2913530542657506,0.0,0.00038261942135137236,11.663687656163809,Low,2653
00d8b143d12632bad99c0ad66ad52825,137.1,111.3,25.799999999999997,18.818380743982495,1,5.0,MG,belo horizonte,"Exit (Low Rev, Low Margin)",2590,2727,0.0008890343559195195,-21.296087962962964,0.0,8.890343559195195e-06,0.5721118372769707,0.0,0.0004916050503300153,22.896763617337076,Low,695
00ee68308b45bc5e2660cd833c3f81cc,23290.079999999998,17264.663,6025.417,25.28890071538702,133,4.295454545454546,SP,sao paulo,"Star (High Rev, High Margin)",125,1090,0.15102612160550025,-10.034863112642718,0.09022556390977443,0.0015102612160550024,0.34184849237784554,0.09022556381954885,0.09387954317134937,19.178823008081768,Low,1286
00fc707aaaad2d31347cf883cd2dfe10,15155.84,11306.01,3849.8300000000004,25.54572612075341,102,4.094059405940594,PR,maringa,"Star (High Rev, High Margin)",205,1000,0.09827908426564035,-14.770173497639796,0.049019607843137254,0.0009827908426564035,0.33270896770964453,0.04901960779411764,0.06106994795805414,16.55079368013125,Low,1785
010543a62bd80aa422851e79a3bc7540,1447.95,1023.1499999999999,424.8000000000001,29.33844832973594,2,4.5,SP,sao paulo,"Star (High Rev, High Margin)",1278,19,0.009389331113447618,-7.753888888888889,0.0,9.389331113447618e-05,0.19773914983209495,0.0,0.005778940792249123,8.054039513090027,Low,2950
010da0602d7774602cd1b3f5fb7b709e,1079.75,824.9,254.85000000000002,23.60268580689975,1,1.0,SP,sao bernardo do campo,"Risk (High Rev, Low Margin)",1464,1735,0.007001712952619265,-9.109456018518518,0.0,7.001712952619265e-05,0.4018550276737671,0.0,0.004293799837773313,16.181546102895016,Low,1855
011b0eaba87386a2ae96a7d32bb531d1,129.16,99.166,29.994,23.222359863734905,1,4.0,SP,pompeia,"Exit (Low Rev, Low Margin)",2615,1855,0.0008375468811857414,-29.522291666666668,0.0,8.375468811857414e-06,0.4153895077792419,0.0,0.0004595789254562025,16.62706978430608,Low,1769
01266d4c46afa519678d16a8b683d325,137.48,110.405,27.074999999999996,17.832725947503835,3,5.0,PR,curitiba,"Exit (Low Rev, Low Margin)",2589,2801,0.0008914984919899018,-8.601331018518518,0.0,8.914984919899019e-06,0.6071878700156159,0.0,0.0004931377867849335,24.299843245294262,Low,535
013900e863eace745d3ec7614cab5b1a,2096.35,1603.46,492.89000000000004,23.45400296824516,23,4.695652173913044,PR,curitiba,"Risk (High Rev, Low Margin)",1062,1780,0.013593925397752626,-14.726748691626408,0.0,0.00013593925397752625,0.40714613378409586,0.0,0.008394273206377626,16.495702181523278,Low,1796
014c0679dd340a0e338872e7ec85666a,7686.31,5568.91,2117.4000000000005,27.193956335814825,14,3.857142857142857,MG,timoteo,"Star (High Rev, High Margin)",452,394,0.0498424045240537,-10.454716435185185,0.14285714285714285,0.000498424045240537,0.2740541757978496,0.1428571427142857,0.030941471820939266,16.735703822437465,Low,1753
014d9a685fd57276679edd00e07089e5,938.91,711.252,227.65800000000007,24.045260981165658,10,4.0,PR,maringa,"Exit (Low Rev, Low Margin)",1548,1567,0.006088426310112298,-11.27999537037037,0.0,6.088426310112298e-05,0.3861053135169216,0.0,0.0037257193053768616,15.53735552331129,Low,1991
0176f73cc1195f367f7b32db1e5b3aa8,5991.46,4577.68,1413.78,23.729637271721973,36,4.083333333333333,SP,ibitinga,"Risk (High Rev, Low Margin)",557,1690,0.038852033421718196,-8.464153163580246,0.1111111111111111,0.000388520334217182,0.3973372657227962,0.11111111099999998,0.024105265556155657,20.38501115281574,Low,1054
01bcc9d254a0143f0ce9791b960b2a47,1644.69,1226.7269999999999,417.9630000000001,25.397693484305037,10,4.4,GO,uruacu,"Star (High Rev, High Margin)",1189,1058,0.010665105141045038,-17.622724537037037,0.0,0.00010665105141045038,0.33797693538047757,0.0,0.006572494924197984,13.683389788324051,Low,2347
01c97ebb5cdac52891c0ed1c37ba0012,756.0,582.75,173.25000000000006,21.078947444556963,9,4.222222222222222,SP,catanduva,"Exit (Low Rev, Low Margin)",1695,2411,0.0049023338663395834,-7.471925154320989,0.0,4.902333866339583e-05,0.491666115427376,0.0,0.0029879487133530427,19.741343334928867,Low,1174
01cf7e3d21494c41fb86034f2e714fa1,11404.01,8572.142,2831.8680000000004,24.542758026033304,59,4.120689655172414,PR,francisco beltrao,"Star (High Rev, High Margin)",302,1386,0.07395008523158104,-14.493196406151915,0.05084745762711865,0.0007395008523158104,0.36840112063367353,0.05084745757627118,0.04593687792211992,17.664127788569427,Low,1555
01ed254b9ff8407dfb9d99ba1e17d923,1533.71,1093.913,439.797,28.31262882372247,5,5.0,SP,mogi das cruzes,"Star (High Rev, High Margin)",1247,151,0.009945447717121273,-16.234027777777776,0.0,9.945447717121273e-05,0.23424450516077297,0.0,0.006124855209022196,9.522901586656474,Low,2869
01fd077212124329bac32490e8ef80d9,1983.94,1572.33,411.61,19.92899571812105,31,4.161290322580645,SP,ribeirao preto / sao paulo,"Risk (High Rev, Low Margin)",1087,2604,0.012864995040721895,-10.51898222819594,0.03225806451612903,0.00012864995040721896,0.5325889055851784,0.03225806448387097,0.007940865561910962,22.631110119390392,Low,727
01fdefa7697d26ad920e9e0346d4bd1b,17577.84,13125.090999999999,4452.749000000001,24.873719989487427,128,4.377952755905512,PR,londrina,"Star (High Rev, High Margin)",167,1253,0.11398470943002456,-13.005218460648148,0.0625,0.0011398470943002456,0.3566233332106968,0.062499999937499995,0.07083912609966307,18.22341147873195,Low,1468
0241d4d5d36f10f80c644447315af0bd,37377.51,28134.825999999997,9242.684000000001,24.071093982632323,230,4.399563318777292,PR,curitiba,"Risk (High Rev, Low Margin)",76,1557,0.24237702792651644,-12.219461302334944,0.06086956521739131,0.0024237702792651644,0.3851860066678915,0.060869565156521734,0.15070143137425854,21.305410831550383,Low,905
0249d282d911d23cb8b869ab49c99f53,570.03,441.75,128.28000000000003,21.659916299370995,11,4.2727272727272725,SP,sao paulo,"Exit (Low Rev, Low Margin)",1854,2284,0.0036963986426316827,-7.5322874579124575,0.18181818181818182,3.696398642631683e-05,0.47099145058082653,0.18181818163636362,0.002237835559350146,25.259240269489545,Low,443
024b564ae893ce8e9bfa02c10a401ece,918.4000000000001,706.48,211.92000000000002,23.441160220271122,2,4.5,SP,sao paulo,"Exit (Low Rev, Low Margin)",1568,1785,0.005955427807997717,-36.505017361111115,0.0,5.955427807997716e-05,0.40760316260392293,0.0,0.0036429918719811565,16.395201300956447,Low,1821
028872bfa080090a9d0abd4f1af168f8,117.87,96.72,21.150000000000006,17.94349707304658,1,5.0,MG,ribeirao das neves,"Exit (Low Rev, Low Margin)",2647,2789,0.0007643361016209612,-14.136261574074075,0.0,7.643361016209612e-06,0.6032459101733721,0.0,0.00041404051867719143,24.140187419901817,Low,549
02b72cdeb9cfcc429f1af6f4e3f3b737,748.64,591.845,156.795,21.03186305887906,4,4.75,SP,ibitinga,"Exit (Low Rev, Low Margin)",1700,2421,0.004854607441397441,-8.285228587962962,0.0,4.8546074413974405e-05,0.4933416852713186,0.0,0.0029582620283314727,19.80762396156103,Low,1159
02c988090b766852e088c69d7fb3b551,1770.94,1301.629,469.3110000000001,25.502847397535536,12,4.583333333333333,SP,americana,"Star (High Rev, High Margin)",1147,1017,0.011483781927586536,-10.409305555555557,0.0,0.00011483781927586536,0.3342348726255996,0.0,0.007081726443759556,13.546438066117975,Low,2367
02d35243ea2e497335cd0f076b45675d,7216.21,5253.94,1962.27,26.852398679952206,14,2.642857142857143,RN,natal,"Star (High Rev, High Margin)",487,512,0.04679400882224651,-5.428723544973544,0.35714285714285715,0.0004679400882224651,0.28620902713319896,0.3571428567857143,0.02904531548552624,24.674493959966114,Low,486
02dcd3e8e25bee036e32512bcf175493,1623.49,1220.92,402.57000000000005,24.730444032357813,13,4.076923076923077,MG,contagem,"Star (High Rev, High Margin)",1199,1307,0.010527632286592129,-5.60326834045584,0.3076923076923077,0.00010527632286592128,0.36172202717626495,0.3076923073846154,0.006486984364081506,25.400286454614175,Low,435
02ecc2a19303f05e59ce133fd923fff7,5852.32,4243.963,1608.3570000000002,27.274094663638817,21,4.619047619047619,SP,santo andre,"Star (High Rev, High Margin)",568,373,0.037949770545841886,-14.193614969135803,0.0,0.00037949770545841886,0.27120233089188767,0.0,0.023544042002636472,11.436694285741419,Low,2677
02f5837340d7eb4f653d676c7256523a,4463.88,3298.9649999999997,1164.9150000000002,26.173153159275593,30,4.833333333333333,PR,curitiba,"Star (High Rev, High Margin)",699,755,0.028946336110153355,-16.664940972222222,0.03333333333333333,0.00028946336110153355,0.3103810173735435,0.0333333333,0.01794374567772503,14.030501002384868,Low,2293
02f623a8eb246f3c5f7c2f96462654e6,7207.63,5294.23,1913.4,26.397449268359868,44,4.558139534883721,SP,botucatu,"Star (High Rev, High Margin)",488,663,0.04673837122360472,-9.968340961700337,0.09090909090909091,0.0004673837122360472,0.3023990974422473,0.09090909081818181,0.029010707909780987,16.00304977407078,Low,1892
0307f7565ff85b299b6e5ef162b1b1a9,4968.889999999999,3555.3199999999997,1413.5700000000002,26.731113471668795,6,3.5,SP,sao jose do rio preto,"Star (High Rev, High Margin)",643,547,0.0322211081020054,-16.086398533950618,0.0,0.00032221108102005404,0.290525146683026,0.0,0.019980712091141183,12.120523669599569,Low,2594
034b9387752bfa309f350a70cd45ffa3,240.26,211.45999999999998,28.80000000000002,12.110998000843622,8,4.5,SC,blumenau,"Exit (Low Rev, Low Margin)",2299,2952,0.0015579824533422594,-14.651976273148147,0.0,1.5579824533422595e-05,0.8108043060089043,0.0,0.0009077026626703863,32.454864806922934,Medium,138
038b75b729c8a9a04b0d07cba7eabe86,557.8499999999999,417.75,140.1,25.117251851384534,2,3.5,SP,sao jose dos campos,"Growth (Low Rev, High Margin)",1869,1156,0.0036174165970073225,-0.8001678240740739,0.5,3.6174165970073225e-05,0.34795687960916843,0.49999999949999996,0.0021887073224530376,31.472992849928065,Medium,157
039b29ff3b3473435d0cd59040575de9,215.55,181.07999999999998,34.47,16.426506183959738,9,4.444444444444445,SP,ribeirao pires,"Exit (Low Rev, Low Margin)",2365,2879,0.0013977487630813454,-9.961698816872428,0.0,1.3977487630813455e-05,0.6572303500400821,0.0,0.0008080344579308499,26.309414863051554,Low,368
039e6ad9dae79614493083e241147386,13273.42,9395.92,3877.5,29.134819541172316,5,4.0,SP,sao paulo,"Star (High Rev, High Margin)",250,37,0.0860724026298269,-11.414537037037036,0.2,0.0008607240262982691,0.2049855915677873,0.1999999998,0.053477174912089025,16.536353028513716,Low,1788
03a2a6dcbe45d639c4dc2a0d24769c40,1250.66,927.137,323.5230000000001,25.361625697942955,9,4.111111111111111,SP,maua,"Star (High Rev, High Margin)",1370,1071,0.008109990573116751,-11.9935558127572,0.1111111111111111,8.10999057311675e-05,0.339260462696295,0.11111111099999998,0.004983168225957617,17.58388659850074,Low,1574
03bd479e1d9484cdb14104d3023f7321,596.41,441.0999999999999,155.31000000000006,26.04704371367934,3,4.333333333333333,MG,uberlandia,"Growth (Low Rev, High Margin)",1827,801,0.0038674615624650667,-4.887588734567902,0.3333333333333333,3.8674615624650666e-05,0.31486881478313317,0.33333333299999995,0.0023442397374573484,24.320025239761762,Low,531
0417b067eeab773d2f7061a726dc477f,2501.75,1943.9959999999999,557.7540000000001,21.02083870235513,13,3.923076923076923,SC,sao bento do sul,"Risk (High Rev, Low Margin)",973,2422,0.016222769510734196,-3.1938310185185186,0.3076923076923077,0.00016222769510734194,0.49373400385155314,0.3076923073846154,0.010029460992755933,30.769327437342564,Medium,177
